customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
7233-PAHHL,1,0.0,1,1,1.369379058123207,1,1,0.6394032351449919,1.1043695807454017,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
6067-NGCEU,0,0.0,0,0,1.3286586944031769,1,1,1.5384354122348645,1.244993248863513,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
9848-JQJTX,1,0.0,0,0,1.6137012404433893,1,1,1.2010906212011416,1.2761645085300293,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
8637-XJIVR,0,0.0,0,0,-0.8295205827584317,1,1,0.47156173812821356,-0.06757637802396331,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9803-FTJCG,1,0.0,1,1,1.5729808767233588,1,1,0.06940686408801149,0.985041842959773,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0278-YXOOG,1,0.0,0,0,-1.1145631287986442,1,0,-1.4527991880641573,-1.415104477463021,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
3212-KXOCR,1,0.0,0,0,0.7992939660427822,1,0,-1.4544609850643233,0.046610201414907425,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
4598-XLKNJ,0,1.0,1,0,-0.30015585439803716,1,1,1.1213243651931677,0.5751894266012965,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
6380-ARCEH,1,0.0,0,0,-1.2774445836787656,1,0,-1.481049737066981,-2.504604862941073,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
3679-XASPY,0,0.0,1,1,-1.2774445836787656,1,0,-1.505976692069473,-2.5278300954577455,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
7123-WQUHX,1,0.0,0,0,0.22920887396235737,1,0,1.0049985751815391,0.8075132732898609,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
5386-THSLQ,0,1.0,1,0,1.369379058123207,0,0,-0.6385186579827569,0.6948116663108561,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
3192-NQECA,1,0.0,1,0,1.4508197855632678,1,1,1.503537675231376,1.28923850246149,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
6180-YBIQI,1,0.0,0,0,-1.1145631287986442,0,0,-1.3447823830533592,-1.4966920673078474,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6728-DKUCO,0,0.0,1,1,1.6137012404433893,1,1,1.3091074262119398,1.2625374962230516,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
9750-BOOHV,0,0.0,0,0,-0.015113308357824713,0,0,-1.150352134033923,-0.06736803631619313,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
8597-CWYHH,1,0.0,0,0,0.43281069256250915,1,0,0.9833952141793793,0.8616216678397639,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
2848-YXSMW,1,0.0,1,1,1.6137012404433893,1,0,-1.5076384890696393,0.18064698068069773,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0486-HECZI,1,0.0,1,0,0.9214550572028734,1,1,1.0631614701873533,1.048376442122544,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
4549-ZDQYY,0,0.0,0,0,0.7992939660427822,1,0,-0.22639300194155818,0.6979977927632656,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
5712-AHQNN,0,0.0,0,0,0.43281069256250915,1,1,0.893658176170409,0.8669914951562532,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
4846-WHAFZ,0,1.0,1,0,0.18848851024232702,1,1,0.39013368512007346,0.6600114571673911,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5256-SKJGO,0,0.0,1,1,1.2879383306831464,0,1,-0.33773340095268845,0.7741052585880007,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
3071-VBYPO,1,0.0,1,1,-1.1960038562387048,1,0,0.8338334841644282,-0.9150928695007973,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
9560-BBZXK,0,0.0,0,0,0.14776814652229667,0,0,-1.1204397880309327,0.057657647190024586,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5299-RULOA,0,0.0,1,1,-0.9109613101984924,1,1,1.1794872601989819,0.02136421594213938,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
8402-OOOHJ,0,0.0,0,0,0.35136996512244845,1,0,-1.4660935640654862,-0.13502480888773807,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
9445-ZUEQE,1,0.0,1,1,-0.21871512695797646,1,1,0.6792863631489789,0.47472995753673836,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1091-SOZGA,0,0.0,1,1,0.9621754209229036,1,1,1.1645310871974868,1.0815407793856804,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
2928-HLDBA,0,0.0,0,0,-1.0738427650786138,1,0,-1.46443176706532,-1.4213101188669421,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0404-SWRVG,1,0.0,0,0,-1.1960038562387048,1,1,0.32033821111309646,-0.9657692601707449,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6497-TILVL,0,0.0,1,1,-1.0331224013585834,1,0,-0.467353566965646,-0.69409786475478,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7219-TLZHO,0,0.0,1,1,-1.1552834925186746,1,0,-1.4594463760648215,-1.7931659044005808,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
4622-YNKIJ,1,0.0,0,0,0.025607055362205634,1,1,0.8039211381614382,0.6948968343117635,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
4412-YLTKF,0,1.0,0,0,-0.21871512695797646,1,1,0.44164939212522314,0.4698890296977434,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
6734-PSBAW,1,0.0,1,0,1.6137012404433893,1,1,-1.3697093380558512,0.33191682433732494,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
3930-ZGWVE,1,0.0,0,0,-1.2774445836787656,1,0,-1.4960059100684764,-2.518439382206335,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
2639-UGMAZ,1,1.0,0,0,1.5729808767233588,0,1,-0.2762469119465419,0.8720662997276847,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
2876-GZYZC,0,0.0,0,0,-0.7888002190384014,1,1,0.7042133181514708,0.10681301620412767,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
6207-WIOLX,0,0.0,1,1,-0.30015585439803716,0,1,-0.2047896409393986,0.2433817077070355,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
8587-XYZSF,1,0.0,0,0,1.4100994218432374,1,0,-0.47233895796614456,0.742579537819684,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3091-FYHKI,1,0.0,0,0,-1.2774445836787656,0,1,-0.9742016520163136,-2.155152245198412,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2372-HWUHI,1,0.0,0,0,-1.2367242199587352,1,0,-0.6784017859867437,-1.6303855570266133,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7799-LGRDP,0,0.0,0,0,0.43281069256250915,1,1,-1.2982520670487077,0.09209804169802371,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
7850-VWJUU,0,0.0,0,0,-0.38159658183809786,1,1,0.3402797751150897,0.3519928079160373,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3774-VBNXY,0,0.0,1,1,1.2879383306831464,1,0,-1.481049737066981,0.13891323345702897,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
6217-KDYWC,1,0.0,0,1,1.002895784642934,1,1,-1.5009913010689746,0.08245598527643123,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0390-DCFDQ,0,1.0,1,0,-1.2774445836787656,1,1,0.18905624809997262,-1.7211536165771084,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
